Unnamed: 0;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
166161;230613000;2019-03-07 13:40:03;14.2;332.0;330;0;20.2;9.91893;63.5027
166162;230613000;2019-03-07 13:40:10;14.3;331.8;330;0;10.3;9.91859;63.503
166163;230613000;2019-03-07 13:40:15;14.3;331.8;330;0;19.0;9.91817;63.5034
166164;230613000;2019-03-07 13:40:22;14.3;331.8;330;0;10.8;9.91775;63.5037
166165;230613000;2019-03-07 13:40:27;14.3;331.8;330;0;19.0;9.91733;63.5041
166166;230613000;2019-03-07 13:40:34;14.3;331.8;330;0;13.9;9.91683;63.5045
166167;230613000;2019-03-07 13:40:39;14.3;331.8;330;0;14.4;9.91648;63.5048
166168;230613000;2019-03-07 13:40:46;14.3;331.8;330;0;10.8;9.91606;63.5051
166169;230613000;2019-03-07 13:40:50;14.4;332.0;330;0;23.8;9.91564;63.5055
166170;230613000;2019-03-07 13:40:57;14.4;332.0;330;0;10.8;9.91522;63.5058
166171;230613000;2019-03-07 13:41:04;14.4;332.0;330;0;16.7;9.91473;63.5063
166172;230613000;2019-03-07 13:41:09;14.4;332.0;330;0;14.4;9.91438;63.5066
166173;230613000;2019-03-07 13:41:16;14.4;332.2;330;0;10.8;9.91397;63.5069
166174;230613000;2019-03-07 13:41:21;14.4;332.2;330;0;19.0;9.91355;63.5073
166175;230613000;2019-03-07 13:41:28;14.4;332.2;330;0;10.8;9.91313;63.5076
166176;230613000;2019-03-07 13:41:33;14.4;332.2;330;0;19.4;9.91265;63.508
166177;230613000;2019-03-07 13:41:40;14.4;332.2;330;0;13.6;9.91223;63.5084
166178;230613000;2019-03-07 13:41:46;14.4;332.2;330;0;12.0;9.91188;63.5087
166179;230613000;2019-03-07 13:41:51;14.4;332.0;330;0;15.2;9.91146;63.509
166180;230613000;2019-03-07 13:41:58;14.4;332.0;330;0;13.6;9.91104;63.5094
166181;230613000;2019-03-07 13:42:03;14.4;331.5;330;0;19.4;9.91054;63.5098
166182;230613000;2019-03-07 13:42:10;14.4;331.5;331;0;10.3;9.91018;63.5101
166183;230613000;2019-03-07 13:42:15;14.4;331.5;331;0;19.0;9.90975;63.5105
166184;230613000;2019-03-07 13:42:22;14.4;332.0;332;0;10.8;9.90933;63.5108
166185;230613000;2019-03-07 13:42:27;14.4;332.5;334;0;18.7;9.90892;63.5112
166186;230613000;2019-03-07 13:42:34;14.4;334.0;335;0;13.9;9.90846;63.5116
166187;230613000;2019-03-07 13:42:40;14.3;335.0;335;0;12.3;9.90808;63.5119
166188;230613000;2019-03-07 13:42:45;14.3;335.8;336;0;13.6;9.90784;63.5122
166189;230613000;2019-03-07 13:42:50;14.3;336.5;336;0;19.0;9.90742;63.5126
166190;230613000;2019-03-07 13:42:57;14.3;337.0;336;0;13.1;9.90707;63.513
166191;230613000;2019-03-07 13:43:04;14.3;337.5;337;0;13.3;9.90668;63.5134
166192;230613000;2019-03-07 13:43:09;14.3;338.0;337;0;14.0;9.9064;63.5137
166193;230613000;2019-03-07 13:43:16;14.3;338.0;337;0;13.1;9.90607;63.5141
166194;230613000;2019-03-07 13:43:21;14.2;338.5;337;0;14.0;9.90575;63.5144
166195;230613000;2019-03-07 13:43:28;14.2;338.8;337;0;13.1;9.90543;63.5148
166196;230613000;2019-03-07 13:43:34;14.2;338.8;337;0;15.6;9.90506;63.5152
166197;230613000;2019-03-07 13:43:39;14.2;338.8;336;0;18.3;9.90473;63.5156
166198;230613000;2019-03-07 13:43:46;14.2;338.8;336;0;9.7;9.90447;63.5159
166199;230613000;2019-03-07 13:43:51;14.2;338.8;336;0;18.3;9.90415;63.5163
166200;230613000;2019-03-07 13:43:58;14.2;338.8;336;0;13.1;9.90383;63.5167
166201;230613000;2019-03-07 13:44:03;14.2;338.8;336;0;14.0;9.90351;63.517
166202;230613000;2019-03-07 13:44:10;14.2;338.8;336;0;9.7;9.90324;63.5173
166203;230613000;2019-03-07 13:44:15;14.2;338.5;336;0;18.3;9.90292;63.5177
166204;230613000;2019-03-07 13:44:22;14.2;338.5;336;0;13.3;9.90254;63.5181
166205;230613000;2019-03-07 13:44:28;14.2;338.5;336;0;15.2;9.90222;63.5185
166206;230613000;2019-03-07 13:44:33;14.2;338.5;336;0;18.3;9.9019;63.5189
166207;230613000;2019-03-07 13:44:40;14.2;338.5;336;0;10.0;9.90158;63.5192
166208;230613000;2019-03-07 13:44:45;14.2;338.2;336;0;18.3;9.90125;63.5196
166209;230613000;2019-03-07 13:44:52;14.2;338.2;336;0;13.1;9.90092;63.52
166210;230613000;2019-03-07 13:44:57;14.2;338.2;336;0;14.0;9.9006;63.5203
166211;230613000;2019-03-07 13:45:04;14.2;338.2;336;0;13.1;9.90027;63.5207
166212;230613000;2019-03-07 13:45:09;14.2;338.2;336;0;18.3;9.89995;63.5211
166213;230613000;2019-03-07 13:45:16;14.2;338.5;336;0;10.3;9.89962;63.5214
166214;230613000;2019-03-07 13:45:22;14.1;338.5;336;0;15.2;9.8993;63.5218
166215;230613000;2019-03-07 13:45:27;14.1;338.5;336;0;14.0;9.89898;63.5221
166216;230613000;2019-03-07 13:45:34;14.1;338.5;336;0;13.1;9.89865;63.5225
166217;230613000;2019-03-07 13:45:51;14.1;338.5;336;0;15.0;9.89769;63.5236
166218;230613000;2019-03-07 13:45:58;14.1;338.5;336;0;13.1;9.89736;63.524
166219;230613000;2019-03-07 13:46:03;14.1;338.5;336;0;14.0;9.89705;63.5243
166220;230613000;2019-03-07 13:46:10;14.1;338.5;336;0;13.1;9.89673;63.5247
166221;230613000;2019-03-07 13:46:16;14.1;338.5;336;0;15.2;9.89641;63.5251
166222;230613000;2019-03-07 13:46:21;14.0;338.2;335;0;14.4;9.89608;63.5254
166223;230613000;2019-03-07 13:46:28;14.0;338.0;335;0;13.1;9.89576;63.5258
166224;230613000;2019-03-07 13:46:33;14.0;338.0;335;0;14.4;9.89543;63.5261
166225;230613000;2019-03-07 13:46:40;14.0;337.8;336;0;13.1;9.8951;63.5265
166226;230613000;2019-03-07 13:46:45;14.0;338.0;336;0;18.7;9.89472;63.5269
166227;230613000;2019-03-07 13:46:52;14.0;338.0;336;0;9.7;9.8945;63.5272
166228;230613000;2019-03-07 13:47:04;13.9;338.2;335;0;13.8;9.8938;63.5279
166229;230613000;2019-03-07 13:47:10;13.9;338.5;335;0;11.3;9.89354;63.5282
166230;230613000;2019-03-07 13:47:15;13.9;338.2;334;0;22.5;9.89317;63.5287
166231;230613000;2019-03-07 13:47:22;13.9;338.2;333;0;10.0;9.89285;63.529
166232;230613000;2019-03-07 13:47:27;13.8;337.8;332;0;18.3;9.89252;63.5294
166233;230613000;2019-03-07 13:47:34;13.8;336.5;331;0;10.3;9.89218;63.5297
166234;230613000;2019-03-07 13:47:39;13.8;335.5;331;0;18.3;9.89183;63.5301
166235;230613000;2019-03-07 13:47:46;13.8;334.5;330;0;13.6;9.8914;63.5305
166236;230613000;2019-03-07 13:47:51;13.8;334.0;330;0;14.0;9.89108;63.5308
166237;230613000;2019-03-07 13:47:58;13.7;333.5;330;0;10.6;9.8907;63.5311
166238;230613000;2019-03-07 13:48:04;13.7;333.2;330;0;12.3;9.89032;63.5314
166239;230613000;2019-03-07 13:48:09;13.7;333.0;330;0;14.4;9.88999;63.5317
166240;230613000;2019-03-07 13:48:16;13.7;333.0;330;0;13.6;9.88954;63.5321
166241;230613000;2019-03-07 13:48:21;13.7;332.8;330;0;18.7;9.88915;63.5325
166242;230613000;2019-03-07 13:48:28;13.7;332.5;330;0;10.6;9.88876;63.5328
166243;230613000;2019-03-07 13:48:33;13.7;332.2;330;0;14.8;9.88836;63.5331
166244;230613000;2019-03-07 13:48:40;13.7;332.0;330;0;13.3;9.88796;63.5335
166245;230613000;2019-03-07 13:48:45;13.7;332.0;330;0;19.0;9.8875;63.5339
166246;230613000;2019-03-07 13:48:52;13.7;332.0;330;0;10.6;9.8871;63.5342
166247;230613000;2019-03-07 13:48:58;13.6;332.0;330;0;12.0;9.88676;63.5345
166248;230613000;2019-03-07 13:49:03;13.6;332.0;330;0;14.8;9.88636;63.5348
166249;230613000;2019-03-07 13:49:10;13.6;332.0;330;0;13.3;9.88597;63.5352
166250;230613000;2019-03-07 13:49:15;13.6;332.2;330;0;14.8;9.88557;63.5355
166251;230613000;2019-03-07 13:49:22;13.6;332.2;330;0;10.6;9.88517;63.5358
166252;230613000;2019-03-07 13:49:26;13.6;332.0;331;0;12.1;9.88491;63.536
166253;230613000;2019-03-07 13:49:27;13.6;332.2;331;0;44.7;9.88478;63.5362
166254;230613000;2019-03-07 13:49:34;13.6;332.2;331;0;10.6;9.88439;63.5365
166255;230613000;2019-03-07 13:49:35;13.6;332.2;331;0;46.7;9.88419;63.5367
166256;230613000;2019-03-07 13:49:39;13.6;332.2;331;0;5.8;9.88406;63.5368
166257;230613000;2019-03-07 13:49:52;13.6;332.5;331;0;13.3;9.88315;63.5375
166258;230613000;2019-03-07 13:49:56;13.6;332.5;331;0;11.7;9.88295;63.5377
166259;230613000;2019-03-07 13:49:57;13.5;332.5;331;0;23.3;9.88282;63.5378
166260;230613000;2019-03-07 13:50:04;13.5;332.5;331;0;10.0;9.8825;63.5381
166261;230613000;2019-03-07 13:50:05;13.5;332.8;331;0;46.7;9.88231;63.5383
166262;230613000;2019-03-07 13:50:09;13.5;332.8;331;0;18.0;9.88198;63.5386
166263;230613000;2019-03-07 13:50:16;13.5;333.0;331;0;7.5;9.88167;63.5388
166264;230613000;2019-03-07 13:50:25;13.5;333.0;331;0;15.8;9.88103;63.5394
166265;230613000;2019-03-07 13:50:36;13.5;333.2;331;0;13.1;9.88034;63.54
166266;230613000;2019-03-07 13:50:46;13.5;333.5;331;0;14.2;9.87971;63.5406
166267;230613000;2019-03-07 13:50:55;13.5;333.2;331;0;10.8;9.87921;63.541
166268;230613000;2019-03-07 13:51:04;13.5;333.0;331;0;16.0;9.87852;63.5416
166269;230613000;2019-03-07 13:51:15;13.5;333.0;331;0;12.9;9.87788;63.5422
166270;230613000;2019-03-07 13:51:26;13.5;333.0;331;0;11.1;9.87725;63.5427
166271;230613000;2019-03-07 13:51:35;13.5;333.0;332;0;16.2;9.87655;63.5433
166272;230613000;2019-03-07 13:51:45;13.5;333.2;333;0;12.1;9.87598;63.5438
166273;230613000;2019-03-07 13:51:56;13.5;334.0;333;0;12.9;9.87537;63.5444
166274;230613000;2019-03-07 13:52:04;13.5;335.0;334;0;17.7;9.87477;63.545
166275;230613000;2019-03-07 13:52:16;13.4;335.2;334;0;10.0;9.87419;63.5455
166276;230613000;2019-03-07 13:52:25;13.4;335.5;334;0;15.3;9.87367;63.5461
166277;230613000;2019-03-07 13:52:46;13.4;336.0;334;0;12.4;9.87253;63.5472
166278;230613000;2019-03-07 13:52:55;13.4;336.2;334;0;15.8;9.87191;63.5478
166279;230613000;2019-03-07 13:53:05;13.4;336.0;334;0;14.0;9.87134;63.5484
166280;230613000;2019-03-07 13:53:15;13.4;335.5;334;0;12.1;9.87077;63.5489
166281;230613000;2019-03-07 13:53:25;13.5;335.2;333;0;13.8;9.87025;63.5495
166282;230613000;2019-03-07 13:53:36;13.5;335.0;333;0;12.9;9.86961;63.5501
166283;230613000;2019-03-07 13:53:45;13.5;335.0;333;0;13.6;9.86901;63.5506
166284;230613000;2019-03-07 13:53:56;13.5;334.8;333;0;12.7;9.86842;63.5512
166285;230613000;2019-03-07 13:54:05;13.5;334.8;333;0;15.8;9.86782;63.5518
166286;230613000;2019-03-07 13:54:15;13.5;334.8;333;0;11.9;9.86729;63.5523
166287;230613000;2019-03-07 13:54:26;13.5;334.5;333;0;13.1;9.86663;63.5529
166288;230613000;2019-03-07 13:54:35;13.5;334.5;333;0;16.0;9.86597;63.5535
166289;230613000;2019-03-07 13:54:46;13.5;334.8;333;0;10.8;9.86543;63.554
166290;230613000;2019-03-07 13:55:06;13.5;334.8;331;0;14.2;9.86423;63.5552
166291;230613000;2019-03-07 13:55:16;13.5;333.8;330;0;12.2;9.86362;63.5557
166292;230613000;2019-03-07 13:55:25;13.6;332.5;330;0;13.4;9.86304;63.5562
166293;230613000;2019-03-07 13:55:36;13.6;331.8;329;0;15.4;9.86225;63.5569
166294;230613000;2019-03-07 13:55:45;13.6;331.5;329;0;13.6;9.86164;63.5574
166295;230613000;2019-03-07 13:56:06;13.6;331.5;329;0;12.7;9.86037;63.5585
166296;230613000;2019-03-07 13:56:15;13.6;331.5;329;0;14.0;9.85969;63.559
166297;230613000;2019-03-07 13:56:26;13.7;331.5;329;0;13.4;9.85894;63.5596
166298;230613000;2019-03-07 13:56:35;13.7;332.2;330;0;16.2;9.85821;63.5602
166299;230613000;2019-03-07 13:56:46;13.7;333.0;330;0;11.0;9.85763;63.5607
166300;230613000;2019-03-07 13:56:57;13.7;333.0;329;0;15.0;9.85692;63.5614
166301;230613000;2019-03-07 13:57:05;13.8;332.8;328;0;15.1;9.85633;63.5619
166302;230613000;2019-03-07 13:57:14;13.8;332.0;328;0;13.6;9.85573;63.5624
166303;230613000;2019-03-07 13:57:27;13.8;331.0;328;0;13.2;9.8549;63.5631
166304;230613000;2019-03-07 13:57:36;13.8;330.5;328;0;14.0;9.8542;63.5636
166305;230613000;2019-03-07 13:57:45;13.8;330.2;328;0;13.4;9.85363;63.5641
166306;230613000;2019-03-07 13:57:56;13.9;330.2;328;0;14.0;9.85277;63.5647
166307;230613000;2019-03-07 13:58:06;13.9;330.2;328;0;12.1;9.8522;63.5652
166308;230613000;2019-03-07 13:58:15;13.9;330.0;328;0;16.6;9.85141;63.5658
166309;230613000;2019-03-07 13:58:26;13.9;329.8;328;0;13.3;9.85069;63.5664
166310;230613000;2019-03-07 13:58:37;13.9;330.0;328;0;13.6;9.84989;63.567
166311;230613000;2019-03-07 13:58:46;13.9;330.0;328;0;13.8;9.84924;63.5675
166312;230613000;2019-03-07 13:58:57;13.9;330.0;328;0;13.6;9.84844;63.5681
166313;230613000;2019-03-07 13:59:05;13.9;330.0;328;0;15.6;9.84779;63.5686
166314;230613000;2019-03-07 13:59:14;14.0;330.2;329;0;13.8;9.84715;63.5691
166315;230613000;2019-03-07 13:59:27;14.0;330.2;329;0;13.2;9.84628;63.5698
166316;230613000;2019-03-07 13:59:36;14.0;330.0;328;0;14.3;9.84556;63.5703
166317;230613000;2019-03-07 13:59:44;14.0;329.8;328;0;15.6;9.8449;63.5708
166318;230613000;2019-03-07 13:59:56;14.0;329.5;328;0;14.1;9.8441;63.5715
166319;230613000;2019-03-07 14:00:06;14.0;329.2;328;0;12.4;9.84343;63.572
166320;230613000;2019-03-07 14:00:14;14.0;329.0;328;0;15.6;9.84276;63.5725
166321;230613000;2019-03-07 14:00:26;14.1;329.0;328;0;13.0;9.84186;63.5731
166322;230613000;2019-03-07 14:00:29;14.1;329.0;328;0;15.6;9.84163;63.5733
166323;230613000;2019-03-07 14:00:37;14.1;329.0;328;0;12.4;9.8411;63.5737
166324;230613000;2019-03-07 14:00:41;14.1;329.0;328;0;12.6;9.8408;63.5739
166325;230613000;2019-03-07 14:00:45;14.1;329.0;328;0;18.5;9.84042;63.5742
166326;230613000;2019-03-07 14:00:48;14.1;329.0;328;0;8.4;9.84027;63.5743
166327;230613000;2019-03-07 14:00:53;14.1;329.0;328;0;15.6;9.83982;63.5746
166328;230613000;2019-03-07 14:00:57;14.1;328.8;328;0;11.7;9.83959;63.5748
166329;230613000;2019-03-07 14:01:00;14.1;328.8;328;0;8.4;9.83944;63.5749
166330;230613000;2019-03-07 14:01:05;14.1;328.8;328;0;19.8;9.83891;63.5753
166331;230613000;2019-03-07 14:01:12;14.1;328.5;328;0;11.1;9.83845;63.5756
166332;230613000;2019-03-07 14:01:15;14.1;328.5;328;0;23.3;9.83815;63.5759
166333;230613000;2019-03-07 14:01:17;14.1;328.5;328;0;12.6;9.83799;63.576
166334;230613000;2019-03-07 14:01:24;14.1;328.5;328;0;11.1;9.83753;63.5763
166335;230613000;2019-03-07 14:01:28;14.1;328.5;328;0;19.4;9.83707;63.5766
166336;230613000;2019-03-07 14:01:35;14.1;328.5;328;0;14.2;9.83653;63.577
166337;230613000;2019-03-07 14:01:42;14.1;328.2;328;0;10.6;9.83615;63.5773
166338;230613000;2019-03-07 14:01:47;14.1;328.2;329;0;19.8;9.83561;63.5777
166339;230613000;2019-03-07 14:01:54;14.1;328.5;329;0;7.5;9.8353;63.5779
166340;230613000;2019-03-07 14:01:59;14.2;328.5;329;0;19.8;9.83477;63.5783
166341;230613000;2019-03-07 14:02:06;14.2;328.8;329;0;13.6;9.83431;63.5787
166342;230613000;2019-03-07 14:02:11;14.2;329.0;329;0;15.6;9.83385;63.579
166343;230613000;2019-03-07 14:02:18;14.2;329.0;329;0;14.2;9.83332;63.5794
166344;230613000;2019-03-07 14:02:23;14.2;329.0;329;0;14.8;9.83294;63.5797
166345;230613000;2019-03-07 14:02:29;14.2;329.0;329;0;13.0;9.83248;63.58
166346;230613000;2019-03-07 14:02:36;14.2;329.0;329;0;11.1;9.83202;63.5803
166347;230613000;2019-03-07 14:02:41;14.2;328.8;329;0;19.0;9.83157;63.5807
166348;230613000;2019-03-07 14:02:48;14.2;328.8;329;0;14.2;9.83103;63.5811
166349;230613000;2019-03-07 14:02:53;14.2;328.5;329;0;14.8;9.83065;63.5814
166350;230613000;2019-03-07 14:03:00;14.2;328.5;329;0;11.1;9.83018;63.5817
166351;230613000;2019-03-07 14:03:05;14.2;328.8;329;0;15.6;9.82973;63.582
166352;230613000;2019-03-07 14:03:12;14.2;328.5;329;0;13.9;9.82926;63.5824
166353;230613000;2019-03-07 14:03:17;14.3;328.5;328;0;19.8;9.82872;63.5828
166354;230613000;2019-03-07 14:03:23;14.3;328.2;329;0;9.4;9.82833;63.583
166355;230613000;2019-03-07 14:03:28;14.3;328.2;329;0;14.8;9.82794;63.5833
166356;230613000;2019-03-07 14:03:35;14.3;328.0;329;0;17.5;9.82731;63.5838
166357;230613000;2019-03-07 14:03:42;14.3;328.2;329;0;7.5;9.827;63.584
166358;230613000;2019-03-07 14:03:47;14.3;328.2;329;0;19.8;9.82646;63.5844
166359;230613000;2019-03-07 14:03:54;14.3;328.5;329;0;11.1;9.82599;63.5847
166360;230613000;2019-03-07 14:03:59;14.3;328.5;329;0;19.0;9.82553;63.5851
166361;230613000;2019-03-07 14:04:06;14.3;328.5;329;0;11.1;9.82506;63.5854
166362;230613000;2019-03-07 14:04:12;14.3;328.5;329;0;15.9;9.8246;63.5858
166363;230613000;2019-03-07 14:04:17;14.3;328.8;329;0;15.6;9.82413;63.5861
166364;230613000;2019-03-07 14:04:24;14.3;328.8;329;0;11.1;9.82367;63.5864
166365;230613000;2019-03-07 14:04:29;14.3;329.0;329;0;19.0;9.82321;63.5868
166366;230613000;2019-03-07 14:04:36;14.3;329.0;329;0;11.1;9.82275;63.5871
166367;230613000;2019-03-07 14:04:41;14.3;329.2;329;0;19.0;9.82229;63.5875
166368;230613000;2019-03-07 14:04:48;14.3;329.5;329;0;14.2;9.82176;63.5879
166369;230613000;2019-03-07 14:04:53;14.3;329.5;329;0;14.8;9.82138;63.5882
166370;230613000;2019-03-07 14:05:00;14.3;329.5;329;0;8.1;9.821;63.5884
166371;230613000;2019-03-07 14:05:06;14.3;329.5;329;0;16.5;9.82047;63.5888
166372;230613000;2019-03-07 14:05:11;14.3;329.5;329;0;19.0;9.82002;63.5892
166373;230613000;2019-03-07 14:05:18;14.3;329.2;329;0;14.2;9.81948;63.5896
