Unnamed: 0;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
8694;209445000;2020-01-01 01:06:19;9.7;185.8;189;0;9.5;7.92002;63.0731
8695;209445000;2020-01-01 01:06:30;9.7;185.5;190;0;7.8;7.91994;63.0727
8696;209445000;2020-01-01 01:06:41;9.7;185.8;190;0;9.7;7.91984;63.0722
8697;209445000;2020-01-01 01:06:49;9.6;186.1;190;0;10.7;7.91973;63.0718
8698;209445000;2020-01-01 01:07:00;9.6;185.8;190;0;7.8;7.91964;63.0714
8699;209445000;2020-01-01 01:07:12;9.6;185.6;192;0;10.9;7.91952;63.0708
8700;209445000;2020-01-01 01:07:20;9.5;186.5;193;0;8.3;7.91937;63.0705
8701;209445000;2020-01-01 01:07:30;9.5;187.1;194;0;10.7;7.91927;63.07
8702;209445000;2020-01-01 01:07:40;9.5;188.2;196;0;8.7;7.91909;63.0696
8703;209445000;2020-01-01 01:07:51;9.4;188.8;199;0;9.9;7.91892;63.0691
8704;209445000;2020-01-01 01:07:57;9.4;189.9;199;0;11.0;7.91877;63.0688
8705;209445000;2020-01-01 01:07:59;9.4;190.2;199;0;1.9;7.91872;63.0688
8706;209445000;2020-01-01 01:08:03;9.3;191.0;200;0;10.7;7.91863;63.0686
8707;209445000;2020-01-01 01:08:11;9.3;192.4;200;0;8.3;7.91843;63.0683
8708;209445000;2020-01-01 01:08:21;9.3;194.0;200;0;8.9;7.91816;63.0679
8709;209445000;2020-01-01 01:08:29;9.3;194.6;200;0;10.9;7.91796;63.0675
8710;209445000;2020-01-01 01:08:41;9.3;195.2;200;0;7.5;7.91766;63.0671
8711;209445000;2020-01-01 01:08:51;9.3;195.4;201;0;11.1;7.9174;63.0666
8712;209445000;2020-01-01 01:09:07;9.3;195.6;207;0;8.5;7.91698;63.066
8713;209445000;2020-01-01 01:09:12;9.3;196.9;207;0;9.3;7.9168;63.0658
8714;209445000;2020-01-01 01:09:13;9.2;197.4;208;0;42.8;7.91671;63.0656
8715;209445000;2020-01-01 01:09:16;9.2;197.9;208;0;7.8;7.9166;63.0655
8716;209445000;2020-01-01 01:09:20;9.2;198.8;209;0;6.3;7.91645;63.0654
8717;209445000;2020-01-01 01:09:23;9.2;199.2;209;0;7.1;7.91638;63.0653
8718;209445000;2020-01-01 01:09:30;9.1;200.5;209;0;6.9;7.91614;63.0651
8719;209445000;2020-01-01 01:09:40;9.1;202.5;210;0;11.5;7.91572;63.0646
8720;209445000;2020-01-01 01:09:59;9.1;204.2;210;0;8.8;7.91495;63.0639
8721;209445000;2020-01-01 01:10:12;9.1;205.2;210;0;7.5;7.91446;63.0635
8722;209445000;2020-01-01 01:10:21;9.1;205.0;213;0;10.4;7.91407;63.0631
8723;209445000;2020-01-01 01:10:26;9.1;205.9;214;0;10.1;7.91379;63.0629
8724;209445000;2020-01-01 01:10:29;9.1;206.2;214;0;7.8;7.9137;63.0628
8725;209445000;2020-01-01 01:10:33;9.1;207.4;214;0;12.1;7.91346;63.0626
8726;209445000;2020-01-01 01:10:40;9.1;208.1;215;0;7.2;7.91318;63.0624
8727;209445000;2020-01-01 01:11:00;9.1;211.1;215;0;9.0;7.91217;63.0617
8728;209445000;2020-01-01 01:11:11;9.1;211.8;215;0;9.2;7.91161;63.0613
8729;209445000;2020-01-01 01:11:20;9.1;212.4;215;0;11.0;7.91111;63.0609
8730;209445000;2020-01-01 01:11:31;9.0;212.8;215;0;7.1;7.91065;63.0606
8731;209445000;2020-01-01 01:11:41;9.0;212.9;216;0;8.2;7.91014;63.0603
8732;209445000;2020-01-01 01:11:50;9.0;213.1;215;0;11.0;7.90963;63.0599
8733;209445000;2020-01-01 01:12:00;9.0;213.1;215;0;8.0;7.90913;63.0596
8734;209445000;2020-01-01 01:12:12;9.0;213.0;215;0;8.4;7.90858;63.0592
8735;209445000;2020-01-01 01:12:20;8.9;213.0;215;0;9.2;7.90819;63.0589
8736;209445000;2020-01-01 01:12:31;8.9;212.9;216;0;9.2;7.90765;63.0585
8737;209445000;2020-01-01 01:12:40;8.9;213.4;215;0;11.0;7.90715;63.0581
8738;209445000;2020-01-01 01:12:51;8.9;213.0;216;0;7.6;7.90661;63.0578
8739;209445000;2020-01-01 01:13:00;8.9;212.9;216;0;8.6;7.90617;63.0575
8740;209445000;2020-01-01 01:13:11;8.8;213.1;216;0;9.2;7.90562;63.0571
8741;209445000;2020-01-01 01:13:19;8.8;212.8;217;0;9.2;7.90524;63.0568
8742;209445000;2020-01-01 01:13:30;8.7;213.4;216;0;7.6;7.90469;63.0565
8743;209445000;2020-01-01 01:13:41;8.7;213.5;216;0;8.8;7.9042;63.0561
8744;209445000;2020-01-01 01:13:50;8.7;213.0;217;0;11.0;7.90368;63.0557
8745;209445000;2020-01-01 01:14:00;8.7;213.1;217;0;7.8;7.90324;63.0554
8746;209445000;2020-01-01 01:14:10;8.6;213.9;216;0;8.2;7.90273;63.0551
8747;209445000;2020-01-01 01:14:20;8.6;213.6;217;0;7.6;7.9023;63.0548
8748;209445000;2020-01-01 01:14:31;8.6;213.9;216;0;9.2;7.90176;63.0544
8749;209445000;2020-01-01 01:14:40;8.6;213.5;216;0;8.9;7.90127;63.0541
8750;209445000;2020-01-01 01:14:51;8.6;213.9;216;0;7.2;7.90077;63.0538
8751;209445000;2020-01-01 01:14:59;8.5;214.1;216;0;10.0;7.90029;63.0535
8752;209445000;2020-01-01 01:15:11;8.5;213.8;216;0;8.1;7.89983;63.0531
8753;209445000;2020-01-01 01:15:19;8.5;214.0;216;0;9.7;7.89938;63.0528
8754;209445000;2020-01-01 01:15:30;8.5;213.5;216;0;9.0;7.89887;63.0524
