mmsi;imo;name;callsign;length;width;type;date_min;date_max
257478800;0;TRAENFJORD;LG7145;15;6;30.0;2019-03-01;2019-03-01
257479000;9436159;OSLO TANK;LATS;48;11;83.0;2019-12-13;2019-12-13
257480600;0;ARINA;LG7388;13;6;30.0;2018-07-14;2018-07-14
257482600;0;STORTAREN;LKGM;16;8;30.0;2018-01-02;2018-01-02
257483620;0;GULLSKJER JUNIOR;LM 9885;11;4;30.0;2018-03-08;2018-03-08
257484500;5226221;GAMLE MAROY;JXDV;34;7;60.0;2018-07-30;2018-07-30
257485720;-99;HILDRING;-99;11;4;;2018-02-28;2018-02-28
257485720;-99;HILDRING;-99;11;4;;2018-03-01;2018-03-16
257485720;-99;HILDRING;-99;11;4;;2018-03-17;2018-03-17
257485720;-99;HILDRING;-99;11;4;;2018-03-18;2018-03-18
257485720;-99;HILDRING;-99;11;4;;2018-03-19;2018-03-19
257486020;0;ASPHOLM;LM9935;15;4;30.0;2018-01-01;2018-01-01
257488220;0;VAAGHOLM;LM9988;10;4;30.0;2018-02-28;2018-02-28
257489500;9038971;BJARNE NILSEN;LEJN;44;10;30.0;2018-05-20;2018-05-20
257491000;9439462;NORTH PURPOSE;LNHS;86;19;70.0;2018-05-28;2018-05-28
257492000;9389368;KV BERGEN;LAQM;92;16;55.0;2018-07-10;2018-07-10
257492800;0;HAVSUND;LG7406;14;6;30.0;2018-02-09;2018-02-09
257497500;0;TINDSKJAER;-99;20;6;30.0;2018-02-23;2018-02-23
257506600;0;SJOEALG;LM5431;18;7;30.0;2018-01-01;2018-01-01
257506940;0;MATHILDE 5;LK4984;11;4;90.0;2018-03-03;2018-03-03
257508700;0;RESCUE TRONDHEIM;LF5415;11;0;51.0;2018-01-01;2018-12-31
257508700;0;RESCUE TRONDHEIM SAR;LF5415;8;3;51.0;2019-01-01;2019-01-01
257508800;0;BORE CAT;LG7614;15;7;33.0;2018-01-06;2018-01-06
257510500;0;MULTI SERVER;LDKZ;0;0;52.0;2018-06-01;2018-06-01
257518000;9521710;LIFJORD;LEKU;102;16;70.0;2019-10-26;2019-10-29
257518000;9521710;LIFJORD;LEKU;102;16;20.0;2019-10-30;2019-11-04
257518000;9521710;LIFJORD;LEKU;102;16;60.0;2019-11-05;2019-11-05
257518800;0;FRU INGER;LG7567;15;8;90.0;2018-01-01;2018-01-01
257526390;0;ARES;LE3756;10;4;30.0;2018-03-16;2018-03-16
257527800;968388100;MULTI PIONER;LFFI;24;12;52.0;2019-11-19;2019-11-19
257528390;-99;SEADREAM;-99;13;4;;2019-08-30;2019-08-30
257528390;-99;SEADREAM;-99;13;4;;2019-08-31;2019-08-31
257528390;-99;SEADREAM;-99;13;4;;2019-09-01;2019-09-01
257528390;-99;SEADREAM;-99;13;4;;2019-09-02;2019-09-02
257528390;-99;SEADREAM;-99;13;4;;2019-09-03;2019-09-03
257528390;-99;SEADREAM;-99;13;4;;2019-09-04;2019-09-04
257528390;-99;SEADREAM;-99;13;4;;2019-09-05;2019-09-05
257528390;-99;SEADREAM;-99;13;4;;2019-09-06;2019-09-06
257528390;-99;SEADREAM;-99;13;4;;2019-09-07;2019-09-07
257528390;-99;SEADREAM;-99;13;4;;2019-09-08;2019-09-08
257529000;9169562;HALTENTRAAL;LDAR;40;8;30.0;2018-01-15;2018-01-15
257533800;0;OLAF;LG7881;10;4;30.0;2019-03-15;2019-03-15
257534500;0;LOVART LUMPUS;LAOG;17;6;79.0;2019-02-07;2019-02-07
257536700;9657193;ASBJORN-SELSBANE;LDGP;55;12;30.0;2018-05-04;2018-05-04
257540800;0;LOS 124;LFHG;16;5;50.0;2018-01-11;2018-01-11
257541600;9207132;INGRID MAJALA;LJZO;60;12;30.0;2018-02-26;2018-02-26
257547600;0;ARVAK;LK6941;15;7;30.0;2018-01-02;2018-01-02
257548500;8504155;VESTSKJAER;LGAK;0;0;30.0;2018-04-27;2018-04-27
257549000;9614713;EDOEYFJORD;3YWT;67;14;60.0;2018-01-01;2018-01-01
257553600;0;ANDA;LF5473;11;4;77.0;2018-09-24;2018-09-24
257555500;8814653;KORALEN;LAQS;38;8;30.0;2018-06-27;2018-06-27
257556500;0;RESCUE DNV II;LF5476;15;4;51.0;2018-02-03;2018-02-03
257557600;8650320;CLEAN OCEAN;LLIQ;25;6;70.0;2018-12-15;2019-11-27
257557600;8650320;CLEAN OCEAN;LLIQ;25;6;0.0;2019-11-28;2019-11-28
257557700;0;MARINA OCEAN;LG7930;15;8;90.0;2018-01-13;2018-01-13
257558500;0;SULATIND;JWTR;19;6;;2018-01-16;2018-01-16
257558500;0;SULATIND;JWTR;19;6;;2018-01-17;2018-01-17
257560600;9219771;NORDOYTRAAL;LLKC;55;12;;2018-02-10;2018-02-10
257560600;9219771;NORDOYTRAAL;LLKC;55;12;;2018-02-11;2018-03-14
257560600;9219771;NORDOYTRAAL;LLKC;55;12;;2018-03-15;2018-03-15
257560600;9219771;NORDOYTRAAL;LLKC;55;12;;2018-03-16;2018-03-23
257560600;9219771;NORDOYTRAAL;LLKC;55;12;;2018-03-24;2018-03-24
257560600;9219771;NORDOYTRAAL;LLKC;55;12;;2018-03-25;2018-05-23
257560600;9219771;NORDOYTRAAL;LLKC;55;12;;2018-05-24;2018-07-27
257560600;9219771;NORDOYTRAAL;LLKC;55;12;;2018-07-28;2018-07-28
257560900;0;OSENFJORD;LKRF;21;7;60.0;2018-01-01;2018-01-01
257563500;8502157;SORBOEN;JWQY;27;8;30.0;2018-01-01;2018-01-01
257563600;9234563;FISKENES;LLKI;42;11;30.0;2018-01-25;2018-01-25
257564000;9690949;POLARSYSSEL;LIER;88;18;55.0;2018-03-02;2018-03-02
257564600;9244752;STOREGG;LLLP;27;8;30.0;2018-01-30;2018-01-30
257564820;0;DOLLSINE;LA2781;11;4;;2018-04-08;2018-04-08
257566600;9244764;SKREIGRUNN;LLMI;27;9;30.0;2018-01-12;2018-01-12
257568600;9255103;FROYBAS;LLMQ;27;8;30.0;2018-01-25;2019-02-01
257568600;9255103;VIBEKE HELENE;LLMQ;27;8;30.0;2019-02-02;2019-02-02
257571600;9205201;MORTEN EINAR;LLNZ;56;11;30.0;2018-01-07;2018-01-07
257574000;9667253;OCEAN ART;LLXY;90;20;70.0;2018-01-01;2018-01-01
257574600;0;EINARSON;LLQX;22;8;30.0;2018-02-10;2019-05-28
257574600;0;SPJERINGEN;LLQX;28;8;30.0;2019-05-29;2019-05-29
257576000;9470466;KL SANDEFJORD;LFXC;95;24;90.0;2018-04-13;2019-05-14
257576000;9470466;KL SANDEFJORD;LFXC;95;24;52.0;2019-05-15;2019-05-21
257576000;9470466;KL SANDEFJORD;LFXC;95;24;90.0;2019-05-22;2019-09-11
257576000;9470466;KL SANDEFJORD;LFXC;95;24;52.0;2019-09-12;2019-09-12
257576000;9470466;KL SANDEFJORD;LFXC;95;24;90.0;2019-09-13;2019-09-17
257576000;9470466;KL SANDEFJORD;LFXC;95;24;52.0;2019-09-18;2019-10-19
257576000;9470466;KL SANDEFJORD;LFXC;95;24;90.0;2019-10-20;2019-10-21
257576000;9470466;KL SANDEFJORD;LFXC;95;24;52.0;2019-10-22;2019-12-15
257576000;9470466;KL SANDEFJORD;LFXC;95;24;90.0;2019-12-16;2019-12-16
257576000;9470466;KL SANDEFJORD;LFXC;95;24;52.0;2019-12-17;2019-12-17
257576600;9025883;OLAGUTT;LLRW;30;8;30.0;2019-10-02;2019-10-02
257577000;9470478;KL SALTFJORD;LGFT;95;24;90.0;2018-01-03;2019-05-25
257577000;9470478;KL SALTFJORD;LGFT;95;24;52.0;2019-05-26;2019-09-17
257577000;9470478;KL SALTFJORD;LGFT;95;24;90.0;2019-09-18;2019-10-04
257577000;9470478;KL SALTFJORD;LGFT;95;24;52.0;2019-10-05;2019-10-20
257577000;9470478;KL SALTFJORD;LGFT;95;24;90.0;2019-10-21;2019-10-22
257577000;9470478;KL SALTFJORD;LGFT;95;24;52.0;2019-10-23;2019-11-08
257577000;9470478;KL SALTFJORD;LGFT;95;24;90.0;2019-11-09;2019-12-09
257577000;9470478;KL SALTFJORD;LGFT;95;24;52.0;2019-12-10;2019-12-10
257577000;9470478;KL SALTFJORD;LGFT;95;24;90.0;2019-12-11;2019-12-12
257577000;9470478;KL SALTFJORD;LGFT;95;24;52.0;2019-12-13;2019-12-13
257577500;0;SOERVIK;LNGJ;20;6;30.0;2018-05-28;2018-05-28
257578600;0;TUNFISK;LLWG;37;9;30.0;2018-01-31;2018-01-31
257580600;9286700;0KSNESVAERING;LMCE;28;10;30.0;2018-02-11;2019-09-17
257580600;9286700;EINARSON;LMCE;28;10;30.0;2019-09-18;2019-09-18
257581870;0;RAMBO;LI5598;10;4;0.0;2018-01-05;2018-01-05
257582600;9282754;VONAR;LMCJ;50;11;30.0;2018-01-28;2018-01-28
257584600;8656984;VESTBRIS;LMCW;30;8;30.0;2018-02-01;2018-02-01
257586000;9692117;WITH HARVEST;LGDH;70;23;70.0;2018-01-01;2018-01-01
257587000;9413432;NORMAND RANGER;LAMT;91;22;95.0;2018-04-24;2019-03-23
257587000;9413432;NORMAND RANGER;LAMT;91;22;52.0;2019-03-24;2019-03-24
257587500;0;MYREBAS;LLKK;28;7;30.0;2018-02-11;2018-02-11
257587600;9224180;ELDORADO;LMFV;20;6;30.0;2018-09-14;2018-09-14
257589600;0;LIAHOLM;LMDJ;33;8;30.0;2018-01-01;2018-01-01
257591000;9239355;ATLANTIC GUARDIAN;LAEU6;104;18;99.0;2018-01-01;2019-03-26
257591000;9239355;ATLANTIC GUARDIAN;-99;0;0;99.0;2019-03-27;2019-03-27
257591590;0;KAROLA;LK9975;16;4;37.0;2018-05-20;2018-05-20
257591600;0;TOYA;LK8222;28;9;30.0;2019-08-12;2019-08-12
257591700;0;BRIM;LG8015;10;4;30.0;2018-01-01;2018-01-01
257593600;9281669;GUNNAR LANGVA;LMMC;75;14;30.0;2018-03-03;2018-03-03
257594600;9025895;SORVAAGVAERING;LMMF;37;8;30.0;2018-02-14;2019-02-05
257594600;9025895;SJOHAV;LMMF;37;8;30.0;2019-02-06;2019-02-06
257594800;0;LEON OLAI;LG8088;15;6;30.0;2018-01-01;2018-01-01
257595600;932137800;ARNOYFJORD;LMOV;27;8;30.0;2018-02-10;2018-02-10
257597000;9666546;STRIL LUNA;LEHE;92;20;70.0;2018-02-20;2018-02-20
257599500;8015893;VESTFISK;LJMS;39;9;30.0;2018-01-19;2018-01-19
257601800;0;KJELMOEY;LG9390;10;4;40.0;2018-01-12;2019-05-22
257601800;0;KJELMOEY;LG9390;10;4;52.0;2019-05-23;2019-05-23
257602000;9672650;VESTERHAV;LDQN;39;9;30.0;2018-01-11;2018-01-11
257604500;0;TRONDERGUT;JXGB;20;8;38.0;2019-08-01;2019-08-01
257607600;0;SKAARUNGEN;LG3648;15;4;30.0;2018-03-10;2018-03-10
257614000;9030228;BONA SAFIR;3YGI;82;11;70.0;2018-01-01;2019-04-30
257614000;9030228;BONA SAFIR;3YGI;82;11;60.0;2019-05-01;2019-05-01
257614000;9030228;BONA SAFIR;3YGI;82;11;70.0;2019-05-02;2019-10-08
257614000;9030228;BONA SAFIR;3YGI;82;11;30.0;2019-10-09;2019-10-09
257614000;9030228;BONA SAFIR;3YGI;82;11;70.0;2019-10-10;2019-10-10
257626000;9603829;OLYMPIC ENERGY;3YWS;94;20;90.0;2018-01-17;2019-08-07
257626000;9603829;OLYMPIC ENERGY;3YWS;94;20;70.0;2019-08-08;2019-11-17
257626000;9603829;OLYMPIC ENERGY;3YWS;94;20;90.0;2019-11-18;2019-11-18
257629000;9226176;BIOSTAR;LDBB;66;14;70.0;2018-01-02;2018-01-02
257631600;0;VIKASUND;LF5567;12;6;33.0;2018-01-01;2018-01-01
257633490;0;TORNEDO;LE4710;8;4;99.0;2018-01-01;2018-01-01
257636600;0;PAULINE;LG7923;15;6;30.0;2018-01-15;2018-01-15
257638000;9482354;KL BROFJORD;LFGI;94;20;90.0;2019-05-26;2019-05-26
257641500;0;BAASGRUNN;LJWC;23;6;30.0;2019-11-27;2019-11-27
257641900;0;TRANSPORT 052;LK 6890;55;14;;2018-04-18;2018-04-18
257641900;0;TRANSPORT 052;LK 6890;55;14;;2018-04-19;2018-04-19
257644000;9692167;WITH MARINE;LJHU;70;23;70.0;2018-01-01;2019-04-28
257644000;9692167;WITH MARINE;LJHU;70;23;75.0;2019-04-29;2019-09-26
257644000;9692167;WITH MARINE;LJHU;70;23;70.0;2019-09-27;2019-09-27
257645000;9732838;BOURBON ARCTIC;LEBQ;93;24;79.0;2018-02-01;2019-03-05
257645000;9732838;HORIZON ARCTIC;LEBQ;93;24;79.0;2019-03-06;2019-03-06
257646700;0;VENTURA;LF6264;14;6;30.0;2018-02-27;2018-02-27
257650500;0;HAVFLUNA;JWPD;17;5;30.0;2018-06-28;2018-06-28
257654500;0;PIRAJA;LMTJ;38;7;30.0;2018-02-07;2018-02-07
257656000;9640970;GADUS NJORD;LDDF;70;16;30.0;2019-03-16;2019-03-16
257657600;0;SCOMBRUS;LG 8393;15;6;30.0;2018-02-08;2018-02-08
257658800;0;FROY TERRIER;3YDP;16;4;52.0;2018-01-01;2018-01-01
257659000;9646405;RONJA FJORD;LCYR;69;12;70.0;2018-01-01;2018-01-01
257659800;9688960;ARTIC FJELL;LFTM;70;15;70.0;2018-01-10;2019-01-02
257659800;9688960;AQUA FJELL;LFTM;70;15;70.0;2019-01-03;2019-01-03
257660530;-99;JALLA;-99;9;3;;2019-02-08;2019-02-08
257660530;-99;JALLA;-99;9;3;;2019-02-09;2019-02-09
257660530;-99;JALLA;-99;9;3;;2019-02-10;2019-03-21
257660530;-99;JALLA;-99;9;3;;2019-03-22;2019-03-23
257660530;-99;JALLA;-99;9;3;;2019-03-24;2019-03-24
257660530;-99;JALLA;-99;9;3;;2019-03-25;2019-03-25
257668000;8320028;TRITON;3YJW;37;8;10.0;2018-01-01;2018-12-31
257668000;8320028;TRITON;3YJW;39;7;10.0;2019-01-01;2019-09-09
257668000;8320028;TRITON;3YJW;39;7;90.0;2019-09-10;2019-09-10
257671900;0;RESTLESS CHALLENGER;LG8576;15;12;33.0;2018-05-17;2018-05-17
257675800;0;GJESINGFJORD;LG8394;15;8;99.0;2018-01-01;2018-01-01
257678500;0;FANGTIND;LLMN;22;6;30.0;2018-02-24;2018-02-24
257684000;9285213;BERGEN VIKING;3YLF;95;16;89.0;2018-01-07;2019-04-20
257684000;9285213;BERGEN VIKING;3YLF;95;16;84.0;2019-04-21;2019-08-21
257684000;9285213;BERGEN VIKING;3YLF;95;16;89.0;2019-08-22;2019-08-22
257684700;9693850;TYRHAUG;LGJU;41;10;40.0;2018-01-01;2018-01-01
257685800;9683972;M YTTERSTAD;LFTI;75;16;30.0;2018-03-08;2018-03-08
257687000;9263710;AAKEROY;LDHM;69;15;30.0;2018-01-02;2018-01-02
257693000;9602526;ISLAND CONTENDER;LCMJ;96;20;70.0;2018-02-04;2018-02-04
257693500;0;HAVLEIK;LM3982;13;4;;2018-02-19;2018-02-19
257693500;0;HAVLEIK;LM3982;13;4;;2018-02-20;2018-03-12
257693500;0;HAVLEIK;LM3982;13;4;;2018-03-13;2018-03-13
257693500;0;HAVLEIK;LM3982;13;4;;2018-03-14;2018-04-25
257693500;0;HAVLEIK;LM3982;13;4;;2018-04-26;2018-04-26
257693500;0;HAVLEIK;LM3982;13;4;;2018-04-27;2018-04-27
257693500;0;HAVLEIK;LM3982;13;4;;2018-04-28;2018-04-28
257695800;9730684;MULTI GREEN;LMHZ;26;10;52.0;2018-12-31;2018-12-31
257696800;0;GLAAPEN;LG7551;0;0;50.0;2018-03-20;2018-03-20
257700800;973071300;FROY SERVER;LMVQ;24;10;52.0;2018-01-01;2018-01-01
257714500;9028641;VIKAFJORD;LCDZ;21;6;30.0;2018-01-09;2019-03-01
257714500;9028641;VIKAFJORD;LCDZ;20;6;30.0;2019-03-02;2019-03-02
257716000;7911052;NORVARG;LAQE5;64;10;90.0;2018-02-10;2018-02-10
257725000;9596791;HOEYDAL;3YPE;70;16;70.0;2018-02-03;2018-02-03
257733000;9413444;SIEM RUBY;LEQY;91;22;52.0;2018-04-13;2018-04-13
257733500;0;KONGSVARD;LK3887;16;6;30.0;2018-03-13;2018-03-13
257734000;9722510;NAO STORM;LLCK;84;18;90.0;2018-09-03;2018-09-03
257736000;9432646;KV SORTLAND;LASE;94;17;55.0;2018-02-14;2018-02-14
257736600;0;NORDLYS H-30-K;LF5709;11;4;30.0;2018-01-28;2018-01-28
257739600;0;RANGNES;LF5715;10;3;30.0;2018-01-01;2018-01-01
257739700;0;LAKSBERG;LF5716;10;4;30.0;2018-01-01;2018-01-01
257739708;0;LAKSBERG;LF5716;10;4;30.0;2018-09-09;2018-09-09
257745000;9557927;BOA ODIN;LCXI;36;15;52.0;2018-01-06;2018-01-06
257749000;7043374;CABAL;LGLF;65;11;70.0;2018-01-08;2018-01-08
257757000;8709896;PROWESS;LCUF;60;11;30.0;2018-02-23;2018-02-23
257759900;0;LUDVIG;LK7418;0;0;40.0;2019-05-01;2019-05-01
257777800;0;ISBJORN;LG8911;11;3;30.0;2018-04-02;2018-04-02
257778000;9151010;BODO;LLNW;80;18;66.0;2018-02-12;2018-02-12
257785000;9197404;NORBJORN;LAOU7;87;13;70.0;2018-01-27;2018-01-27
257785500;9394038;FOX CHALLENGER;LEJJ;30;10;52.0;2018-03-16;2019-08-14
257785500;9394038;FOX CHALLENGER;LEJJ;30;10;32.0;2019-08-15;2019-08-27
257785500;9394038;FOX CHALLENGER;LEJJ;30;10;52.0;2019-08-28;2019-08-28
257786000;9617313;OLYMPIC ORION;LDEA;94;20;95.0;2018-02-07;2018-02-07
257786700;9761102;RAMOEN;LDNV;75;16;30.0;2018-01-11;2018-01-11
257786800;0;MINI SERVER;LG9354;14;10;90.0;2018-01-01;2018-01-01
257787000;9596296;VIKING PRINCE;LDCE;90;21;70.0;2018-07-06;2018-07-06
257787700;0;POLARLYS;LA3345;10;3;30.0;2018-12-01;2018-12-01
257788700;0;HANS-R;LF5809;10;3;30.0;2018-01-01;2018-01-01
257793000;9627772;NORMAND LEADER;LDJK;90;24;90.0;2018-01-05;2018-01-05
257798800;9224116;RIGNATOR;LEHJ;79;14;70.0;2018-01-01;2018-01-01
257801500;8505408;KVERVEN;JWTU;27;7;30.0;2018-12-11;2018-12-11
257801700;0;KB ROERVIK;LG9413;14;12;52.0;2019-04-02;2019-04-02
257806000;9756145;HOLMOY;LCLP;69;16;30.0;2018-03-13;2018-03-13
257808000;9356854;EIDSVAAG VEGA;LDBJ;65;13;70.0;2018-01-04;2018-01-04
257809500;8960488;HARGO;LCNO;27;6;;2018-02-28;2018-02-28
257810800;0;FARK;LG8847;10;3;30.0;2018-03-15;2018-03-15
257815000;9605542;LEINEBJOERN;LCOJ;68;14;30.0;2018-02-23;2018-02-23
257816470;0;KRISTOFFA;LK9002;10;3;;2018-01-20;2018-01-20
257816470;0;KRISTOFFA;LK9002;10;3;;2018-01-21;2018-01-23
257816470;0;KRISTOFFA;LK9002;10;3;;2018-01-24;2018-01-24
257816500;8959116;VEIDING;LFPA;27;6;30.0;2018-02-05;2018-02-05
257817500;0;FYRHOLM;LGSR;21;6;30.0;2018-01-21;2018-01-21
257819000;9649562;EVITA;LDDQ;85;20;;2018-02-16;2018-02-16
257819000;9649562;EVITA;LDDQ;85;20;;2018-02-17;2018-02-18
257819000;9649562;EVITA;LDDQ;85;20;;2018-02-19;2018-02-19
257819000;9649562;EVITA;LDDQ;85;20;;2018-02-20;2018-02-20
257820500;0;IGALO;LHDY;16;5;30.0;2018-01-01;2019-10-21
257820500;0;IGALO;LHDY;16;5;99.0;2019-10-22;2019-10-23
257820500;0;IGALO;LHDY;16;5;30.0;2019-10-24;2019-10-24
257825000;9628386;TROMS SIRIUS;LDGG;94;19;70.0;2019-10-15;2019-10-21
257825000;9628386;TROMS SIRIUS;LDGG;94;19;75.0;2019-10-22;2019-10-22
257827000;7522150;WATERLORD;LDLC;34;10;52.0;2019-08-01;2019-08-01
257827700;0;FOSNA TRITON;LG9441;15;5;34.0;2018-01-01;2018-01-01
257832500;0;AQS HERMOD;LG9435;15;10;70.0;2018-07-04;2018-07-04
257836000;7633387;INGVILD;LASA5;98;16;70.0;2018-01-06;2019-01-02
257836000;7633387;INGVILD;LASA5;99;16;70.0;2019-01-03;2019-01-03
257837700;0;MOEN SERVER;LG8769;15;10;1.0;2018-12-01;2018-12-01
257838000;9623025;NORSEA FIGHTER;LDGT;82;19;70.0;2019-11-22;2019-11-22
257844600;0;FROYLYS;LG 9469;0;0;52.0;2018-01-01;2018-01-01
257847000;8223048;BJONN;LDLW;29;9;52.0;2019-04-18;2019-04-18
257850500;0;MIRANDA;LDIW;27;8;30.0;2019-10-14;2019-10-14
257852000;9710907;HAUGAGUT;LKUX;70;15;30.0;2018-03-05;2019-01-23
257852000;9710907;H.OESTERVOLD;LKUX;70;15;30.0;2019-01-24;2019-01-24
257859000;9143386;SILVER COPENHAGEN;LAHD6;98;16;79.0;2018-03-16;2018-03-16
257860800;0;FOSNA FIGHTER;LG9011;15;10;33.0;2018-01-01;2018-01-01
257860832;178260608;FOSNA DLGTERAP;LG9041;15;10;;2018-07-01;2018-06-30
257860832;546647355;LAUGAGUT;KU8 2;70;15;;2018-07-01;2018-07-01
257861600;0;FOSNA AQUA;LG9012;15;10;34.0;2018-01-01;2018-01-01
257864800;0;NY VIKING;LG9170;15;7;30.0;2018-01-06;2018-01-06
257865500;0;HASTING;LLMP;21;6;30.0;2018-02-09;2018-02-09
257865700;0;SKJAERGAARDEN1;LK5961;15;4;34.0;2018-01-29;2018-01-29
257865800;0;OLAV GEIR;LEGG;18;6;39.0;2018-07-14;2019-12-07
257865800;0;OLAV GEIR;LEGG;18;6;36.0;2019-12-08;2019-12-08
257867000;9616175;FAR SOLITAIRE;LDYF;92;22;70.0;2018-04-28;2018-04-28
257867500;0;ALF SENIOR;LMMI;19;6;30.0;2018-12-07;2018-12-07
257874900;0;RAPP;JWXR;15;4;69.0;2018-09-03;2018-09-03
257881000;9701920;SPAR ARIES;LATO7;199;32;0.0;2018-04-15;2018-04-15
257881900;0;CAESAR;LK7978;29;10;33.0;2018-01-21;2018-01-21
257882000;8124498;DANTIC;LCMZ;63;11;75.0;2019-01-22;2019-05-14
257882000;8124498;DANTIC;LCMZ;63;11;70.0;2019-05-15;2019-05-24
257882000;8124498;DANTIC;LCMZ;63;11;75.0;2019-05-25;2019-12-14
257882000;8124498;DANTIC;LCMZ;63;11;70.0;2019-12-15;2019-12-15
257887600;8714619;NORTHGUIDER;LEHW;56;13;;2018-12-17;2018-12-17
257888000;9621948;HAVSNURP;LCOE;63;14;30.0;2018-01-30;2018-01-30
257891000;9701932;SPAR PYXIS;LATQ7;200;32;70.0;2018-12-25;2018-12-25
257898000;9010917;CRUDE PASSION;LAPT7;125;17;89.0;2018-01-03;2018-01-03
257903000;9650418;VIKING STAR;LAIW6;228;34;60.0;2018-07-03;2018-07-03
257903800;0;MISUND;LG9696;15;7;53.0;2018-04-23;2018-04-23
257904900;0;RESCUE GIDEON;LF3941;13;4;51.0;2018-06-01;2018-06-01
257905500;0;RAMBO;LKGQ;0;0;99.0;2018-01-01;2018-01-01
257906000;9694799;GAASOE VIKING;LGUY;78;16;70.0;2018-01-01;2018-01-01
257908000;9687370;POLAR EMPRESS;LAER7;112;22;90.0;2019-08-01;2019-08-01
257911000;9766877;FAR SUPERIOR;LATJ7;98;22;70.0;2018-05-31;2018-05-31
257912790;-99;SCIROCCO 3;-99;14;4;;2018-07-12;2018-07-12
257912790;-99;SCIROCCO 3;-99;14;4;;2018-07-13;2018-07-13
257913000;9617973;EROS;LCNG;77;16;30.0;2018-02-14;2018-02-14
257914000;9694804;BB POWER;LDNQ;41;15;52.0;2018-05-20;2018-05-20
257916600;9768265;FROY FIGHTER;LDMP;40;12;90.0;2018-01-01;2018-01-01
257917680;-99;BJOERINGEN;-99;10;3;;2018-06-01;2018-07-16
257917680;-99;BJOERINGEN;-99;10;3;;2018-07-17;2018-09-16
257917680;-99;BJOERINGEN;-99;10;3;;2018-09-17;2018-12-02
257917680;-99;BJOERINGEN;-99;10;3;;2018-12-03;2019-12-15
257917680;-99;BJOERINGEN;-99;10;3;;2019-12-16;2019-12-20
257917680;-99;BJOERINGEN;-99;10;3;;2019-12-21;2019-12-21
257918900;0;RESCUE KJOPSTAD;LF4007;0;0;51.0;2018-02-09;2018-02-09
257923000;9739721;FOSNAKONGEN;3YYH;24;12;99.0;2018-01-12;2018-01-12
257927000;9684536;BALLSTADOEY;LFGX;35;10;30.0;2018-02-03;2018-02-03
257928800;0;RS KLAVENESS MARINE;LEBG;17;4;51.0;2019-08-14;2019-08-14
257929900;0;BOREBAS;LK8290;13;4;33.0;2018-06-13;2018-06-13
257934000;9544413;BOA BISON;LDPN;91;22;31.0;2018-06-09;2018-06-09
257938590;0;LADY ALUDIA;LE7884;10;4;30.0;2019-02-20;2019-02-20
257941000;9346500;NORDIC SIRA;LAFX6;89;14;83.0;2018-03-14;2019-08-12
257941000;9346500;NORDIC SIRA;LAFX6;89;14;80.0;2019-08-13;2019-11-02
257941000;9346500;NORDIC SIRA;LAFX6;89;14;82.0;2019-11-03;2019-12-02
257941000;9346500;NORDIC SIRA;LAFX6;89;14;80.0;2019-12-03;2019-12-06
257941000;9346500;NORDIC SIRA;LAFX6;89;14;82.0;2019-12-07;2019-12-07
257942000;9346512;NORDIC SAGA;LAFY6;89;14;82.0;2018-06-16;2019-04-06
257942000;9346512;NORDIC SAGA;LAFY6;89;14;80.0;2019-04-07;2019-04-07
257943000;9034494;WINDSTAR;LAHL6;83;13;70.0;2019-05-13;2019-05-13
257943500;0;ARGO;LG9711;15;8;30.0;2018-03-13;2018-03-13
257945780;-99;SANTANA;-99;17;5;;2018-03-14;2018-03-19
257945780;-99;SANTANA;-99;17;5;;2018-03-20;2018-04-03
257945780;-99;SANTANA;-99;17;5;;2018-04-04;2018-04-04
257945780;-99;SANTANA;-99;17;5;;2018-04-05;2018-04-05
257945780;-99;SANTANA;-99;17;5;;2018-04-06;2018-04-06
257945780;-99;SANTANA;-99;17;5;;2018-04-07;2018-04-07
257945780;-99;SANTANA;-99;17;5;;2018-04-08;2018-04-08
257945780;-99;SANTANA;-99;17;5;;2018-04-09;2018-04-09
257945780;-99;SANTANA;-99;17;5;;2018-04-10;2018-04-10
257945780;-99;SANTANA;-99;17;5;;2018-04-11;2018-04-18
257945780;-99;SANTANA;-99;17;5;;2018-04-19;2018-04-19
257945780;-99;SANTANA;-99;17;5;;2018-04-20;2018-04-21
257945780;-99;SANTANA;-99;17;5;;2018-04-22;2018-04-23
257945780;-99;SANTANA;-99;17;5;;2018-04-24;2018-04-24
257945780;-99;SANTANA;-99;17;5;;2018-04-25;2018-04-25
257945780;-99;SANTANA;-99;17;5;;2018-04-26;2018-04-26
257945780;-99;SANTANA;-99;17;5;;2018-04-27;2018-04-27
257945780;-99;SANTANA;-99;17;5;;2018-04-28;2018-04-28
257945780;-99;SANTANA;-99;17;5;;2018-04-29;2018-04-29
257945780;-99;SANTANA;-99;17;5;;2018-04-30;2018-04-30
257945780;-99;SANTANA;-99;17;5;;2018-05-01;2018-05-04
257945780;-99;SANTANA;-99;17;5;;2018-05-05;2018-05-05
257945780;-99;SANTANA;-99;17;5;;2018-05-06;2018-05-06
257945780;-99;SANTANA;-99;17;5;;2018-05-07;2018-05-08
257945780;-99;SANTANA;-99;17;5;;2018-05-09;2018-05-09
257945780;-99;SANTANA;-99;17;5;;2018-05-10;2018-05-10
257945780;-99;SANTANA;-99;17;5;;2018-05-11;2018-05-11
257945780;-99;SANTANA;-99;17;5;;2018-05-12;2018-05-12
