mmsi;imo;name;callsign;length;width;type;date_min;date_max
9108127;-99;ONWA8127;-99;19;15;;2018-06-27;2018-06-27
9108127;-99;ONWA8127;-99;19;15;;2018-06-28;2018-06-28
9108127;-99;ONWA8127;-99;19;15;;2018-06-29;2018-06-29
9108127;-99;ONWA8127;-99;19;15;;2018-06-30;2018-06-30
9108127;-99;ONWA8127;-99;19;15;;2018-07-01;2018-07-01
111111111;7110024;TANUNDA;VJHN;25;8;90.0;2018-01-01;2019-01-23
111111111;222;ST27;ST27;67;9;90.0;2019-01-24;2019-04-03
111111111;222;ST27;ST27;67;9;0.0;2019-04-04;2019-08-14
111111111;222;ST27;ST27;67;9;50.0;2019-08-15;2019-08-17
111111111;222;ST27;ST27;67;9;0.0;2019-08-18;2019-08-21
111111111;222;ST27;ST27;67;9;99.0;2019-08-22;2019-08-22
111111111;222;ST27;ST27;67;9;0.0;2019-08-23;2019-08-31
111111111;222;ST27;ST27;67;9;4.0;2019-09-01;2019-09-01
111111111;222;ST27;ST27;67;9;0.0;2019-09-02;2019-09-03
111111111;222;ST27;ST27;67;9;50.0;2019-09-04;2019-09-08
111111111;222;ST27;ST27;67;9;0.0;2019-09-09;2019-09-09
200000000;-99;0;-99;0;0;53.0;2019-03-10;2019-03-14
200000000;-99;0;-99;0;0;30.0;2019-03-15;2019-03-24
200000000;-99;0;-99;0;0;1.0;2019-03-25;2019-03-25
205204000;0;NATO WARSHIP A960;ORJH;92;14;35.0;2018-07-30;2018-07-30
205205000;0;NATO WARSHIP F931;ORJQ;144;17;35.0;2018-05-23;2018-05-23
205340000;9261487;UNION MANTA;ORKJ;75;18;52.0;2018-03-26;2018-03-26
205395000;9283681;MINERAL NOBLE;ONAN;289;45;70.0;2018-03-28;2018-03-28
205400000;9272383;MINERAL BEIJING;ONAR;289;45;;2018-03-02;2018-03-25
205400000;9272383;MINERAL BEIJING;ONAR;289;45;;2018-03-26;2018-03-26
205622000;9546617;AMAZONE;ORQJ;102;21;90.0;2019-11-04;2019-11-04
205661000;0;P902 BNS POLLUX;ORJU;54;10;35.0;2019-11-07;2019-11-07
205713000;9719276;KALLO;ONIX;180;30;89.0;2019-10-01;2019-10-01
205871100;8711;ANTWERP FLYER;OS 8711;28;8;96.0;2019-02-16;2019-02-16
209075000;9277278;NINA;5BTL4;104;14;70.0;2018-01-18;2018-01-18
209078000;9754410;FRIGG W;5BTV4;138;22;70.0;2018-02-16;2018-02-16
209190000;9754434;SIF W;5BXG4;138;22;70.0;2018-07-27;2018-07-27
209221000;9684122;TRAVIATA;5BXS4;104;17;80.0;2019-04-28;2019-04-28
209239000;9006277;RIX STAR;5BYE4;86;13;70.0;2019-01-16;2019-01-16
209273000;9472012;ALSTERTAL;5BMF2;90;15;70.0;2019-08-27;2019-08-27
209304000;9617296;WILSON LIVERPOOL;5BJP3;89;12;71.0;2018-01-27;2019-03-10
209304000;9617296;WILSON LIVERPOOL;5BJP3;89;12;79.0;2019-03-11;2019-03-12
209304000;9617296;WILSON LIVERPOOL;5BJP3;89;12;70.0;2019-03-13;2019-11-13
209304000;9617296;WILSON LIVERPOOL;5BJP3;89;12;79.0;2019-11-14;2019-11-14
209304000;9617296;WILSON LIVERPOOL;5BJP3;89;12;70.0;2019-11-15;2019-11-15
209318000;9754446;SIGYN W;5BAP5;131;22;70.0;2018-12-02;2018-12-02
209432000;9017393;WILSON SKY;P3VJ8;90;15;79.0;2018-01-23;2018-01-23
209445000;8719102;KEY STAR;5BFN3;75;13;80.0;2018-06-06;2018-06-06
209449000;9583861;ROCKPIPER;5BML3;159;36;99.0;2018-04-11;2018-04-11
209532000;9580091;MERCURIUS;5BCU3;180;30;70.0;2018-12-08;2018-12-08
209596000;9518919;CAPE BREEZE;5BWU2;292;45;79.0;2018-12-03;2018-12-03
209608000;9224166;HERMAS;5BFW5;90;14;70.0;2019-08-10;2019-08-10
209662000;9167320;ULTRAMAR;P3WF9;89;13;70.0;2018-02-17;2018-02-17
210031000;9195743;HELAS;C4AZ2;89;12;;2018-02-20;2018-02-20
210031000;9195743;HELAS;C4AZ2;89;12;;2018-02-21;2018-02-21
210031000;9195743;HELAS;C4AZ2;89;12;;2018-02-22;2018-02-22
210031000;9195743;HELAS;C4AZ2;89;12;;2018-02-23;2018-02-23
210032000;9448281;UBC CARTAGENA;5BUF2;117;20;70.0;2018-01-03;2018-01-03
210041000;9617301;WILSON LIMERICK;5BLX3;89;12;70.0;2018-01-09;2018-01-09
210055000;9448279;UBC CORK;5BSP2;117;20;70.0;2018-01-11;2018-01-11
210072000;7810222;WILSON MERSIN;P3PA6;108;15;70.0;2018-01-03;2018-01-03
210075000;9617325;SANTA HELENA 1;5BNF3;90;12;70.0;2018-02-24;2018-02-24
210445000;9200081;KAPRIFOL;5BXX2;89;12;82.0;2018-02-07;2018-02-07
210459000;9318931;RITA;5BUV3;132;19;70.0;2018-01-11;2019-02-25
210459000;9318931;RITA;5BUV3;132;19;79.0;2019-02-26;2019-02-26
210478000;7926095;WILSON TRENT;P3LG5;110;17;70.0;2018-02-23;2018-02-23
210604000;9017434;WILSON HOOK;P3TW9;90;15;79.0;2018-01-27;2018-01-27
210803000;9374727;FRAKT SUND;5BBD4;90;14;70.0;2018-01-16;2018-01-16
210853000;9226803;KURLAND;P3GW9;100;16;70.0;2019-10-24;2019-10-24
211156800;9416563;BUGSIER 30;DFPR2;39;13;52.0;2019-03-27;2019-03-27
211204360;7427518;RV POSEIDON;DBKV;61;12;99.0;2018-06-30;2018-06-30
211205920;5309413;GROSHERZOGINELISABET;DGEN;47;8;36.0;2018-07-15;2018-07-15
211208720;8806113;FS HEINCKE;DBCK;55;12;90.0;2018-09-15;2018-09-15
211212230;0;KRONSORT;DRME;57;11;35.0;2018-06-28;2018-06-28
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-02-21;2018-02-21
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-02-22;2018-02-22
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-02-23;2018-02-23
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-02-24;2018-03-05
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-06;2018-03-06
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-07;2018-03-07
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-08;2018-03-08
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-09;2018-03-09
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-10;2018-03-20
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-21;2018-03-21
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-22;2018-03-22
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-23;2018-03-23
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-03-24;2018-04-03
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-04-04;2018-04-04
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-04-05;2018-04-05
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-04-06;2018-04-06
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-04-07;2018-04-18
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-04-19;2018-04-19
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-04-20;2018-04-20
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-04-21;2018-04-30
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-01;2018-05-01
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-02;2018-05-02
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-03;2018-05-03
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-04;2018-05-15
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-16;2018-05-16
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-17;2018-05-17
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-18;2018-05-18
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-19;2018-05-28
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-29;2018-05-29
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-30;2018-05-30
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-05-31;2018-05-31
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-01;2018-06-01
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-02;2018-06-11
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-12;2018-06-12
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-13;2018-06-13
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-14;2018-06-14
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-15;2018-06-15
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-16;2018-06-25
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-26;2018-06-26
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-27;2018-06-27
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-06-28;2018-07-10
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-07-11;2018-07-11
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-07-12;2018-07-12
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-07-13;2018-07-24
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-07-25;2018-07-25
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-07-26;2018-07-26
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-07-27;2018-09-04
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-05;2018-09-05
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-06;2018-09-06
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-07;2018-09-07
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-08;2018-09-18
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-19;2018-09-19
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-20;2018-09-20
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-21;2018-09-21
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-22;2018-09-22
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-23;2018-09-23
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-24;2018-09-24
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-25;2018-09-25
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-26;2018-09-26
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-27;2018-09-27
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-28;2018-09-28
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-29;2018-09-29
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-09-30;2018-12-20
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-12-21;2018-12-21
211264700;9162679;CONCORDIA;DPCT;139;22;;2018-12-22;2018-12-22
211336220;0;OCEAN-B;DDJO;0;0;0.0;2019-04-10;2019-04-10
211809000;9330185;JANA;DFIH;70;12;80.0;2018-07-30;2018-07-30
212111000;9384459;RN PRIVODINO;5BYQ2;176;30;80.0;2018-02-15;2018-02-15
212255000;9342140;BJOERNOE;5BRP4;107;16;70.0;2018-07-15;2018-07-15
212376000;9617337;MARTEN;5BNU3;90;13;79.0;2019-04-22;2019-04-22
212502000;9668544;BOURBON TERN;5BDQ4;52;13;90.0;2019-10-19;2019-10-19
212503000;9173513;RIX MISTRAL;P3TW7;88;14;70.0;2018-05-18;2018-05-18
212530000;9356581;FRAKT FJORD;5BDT4;90;14;70.0;2018-01-09;2019-04-04
212530000;9356581;FRAKT FJORD;5BDT4;90;14;79.0;2019-04-05;2019-08-02
212530000;9356581;FRAKT FJORD;5BDT4;90;14;70.0;2019-08-03;2019-09-11
212530000;9356581;FRAKT FJORD;5BDT4;90;14;0.0;2019-09-12;2019-09-12
212530000;9356581;FRAKT FJORD;5BDT4;90;14;70.0;2019-09-13;2019-09-13
212651000;9264116;ELISABETH J;5BRE4;106;16;89.0;2018-09-27;2018-09-27
212663000;8324684;PEIKKO;P3CB8;83;11;;2018-03-13;2018-03-13
212663000;8324684;PEIKKO;P3CB8;83;11;;2018-03-14;2018-03-14
212663000;8324684;PEIKKO;P3CB8;83;11;;2018-03-15;2018-03-15
212663000;8324684;PEIKKO;P3CB8;83;11;;2018-03-16;2018-03-16
212702000;9195901;ELENA L;5BPL4;96;13;70.0;2018-03-13;2018-03-13
212792000;9754422;FREYJA W;5BVM4;138;22;90.0;2018-03-30;2018-03-30
212795000;8918473;WILSON SUND;P3JD8;112;15;70.0;2018-01-25;2018-01-25
212821000;9050125;RIX CRYSTAL;P3CZ5;85;13;70.0;2019-02-18;2019-02-18
212848000;9186687;WESER STAHL;P3LS8;192;32;70.0;2018-01-03;2018-01-03
212856000;9140968;ALMA;P3MF8;97;16;70.0;2019-11-04;2019-11-04
212857000;9140970;BELBEK;P3MG8;98;16;79.0;2018-02-26;2018-02-26
212893000;8918461;WILSON SAGA;P3PD8;113;15;70.0;2018-02-18;2018-02-18
212979000;9356579;FRAKT VIK;5BKU4;90;15;79.0;2018-01-21;2018-01-21
215061000;9431018;WILSON NANJING;9HA2627;123;16;79.0;2019-04-11;2019-04-11
215062000;9431006;WILSON NEWCASTLE;9HA2628;123;16;70.0;2018-01-20;2018-01-20
215135000;9374014;BOMAR VENUS;9HA2648;107;16;89.0;2018-07-15;2018-07-15
215136000;9579327;FATIH;9HA2649;181;30;70.0;2019-04-21;2019-04-21
215211000;8712166;KEY FIGHTER;9HA2671;104;17;80.0;2018-01-01;2018-01-01
215338000;9395886;ANUKET PEARL;9HA2703;101;19;82.0;2018-12-25;2018-12-25
215345000;9536935;MRC HATICE ANA;9HA2704;107;16;89.0;2019-08-20;2019-09-17
215345000;9536935;MRC HATICE ANA;9HA2704;107;16;82.0;2019-09-18;2019-09-18
215349000;8908583;MV CSL TRIMNES;9HA2707;150;24;79.0;2018-01-01;2018-01-01
215579000;7810210;WILSON MALM;9HUH7;107;15;70.0;2018-01-25;2018-01-25
215729000;7360655;VICTOR HENSEN;9HYZ7;40;10;90.0;2018-03-23;2018-03-23
215993000;9344344;USICHEM;9HHY8;119;16;84.0;2018-09-27;2018-09-27
218522000;9266566;MARIA;DPWD;152;20;79.0;2019-04-19;2019-04-19
218799000;9690688;MARK;DKAL2;85;16;30.0;2018-02-24;2018-02-24
218813000;9513622;BBC LIMA;DGNB2;130;16;0.0;2018-06-12;2018-06-12
218816000;9333345;BEATE;DFGL2;134;22;79.0;2019-09-22;2019-09-22
218832000;9782780;BERLIN;DFQB;81;16;30.0;2018-01-24;2018-01-24
219000035;7104166;VESTBORG;OXMC2;65;11;70.0;2018-01-22;2018-01-22
219000245;6604690;SATURN;OUHO2;55;9;70.0;2018-03-29;2018-03-29
219001859;5111696;RONJA;OUHL2;25;7;32.0;2018-09-04;2019-11-21
219001859;5111696;RONJA;OUHL2;25;7;31.0;2019-11-22;2019-11-22
219004612;0;ANN-MARI;OURO;25;5;37.0;2019-08-01;2019-08-01
219008000;9747986;TERN OCEAN;OYBJ2;147;22;85.0;2019-02-19;2019-02-19
219009417;9362114;ESVAGT CARPATHIA;OXRZ2;46;12;51.0;2018-04-29;2018-04-29
219010587;0;FRW 102;XPD8031;8;2;51.0;2019-11-07;2019-11-07
219011207;9412593;ESVAGT CAROLINE;OZAY2;46;12;51.0;2019-10-12;2019-10-12
219012959;9059248;EGESUND;OWEQ2;23;6;31.0;2018-01-02;2018-01-02
219014278;0;SWANSEA;LH2853;8;0;52.0;2018-05-19;2019-02-24
219014278;9547867;STEVNS BATTLER;OWBY2;32;11;52.0;2019-02-25;2019-02-25
219015298;9372652;TARNBRIS;OZDU2;129;20;80.0;2019-01-06;2019-01-06
219016713;9163702;AMALIE;OUWQ2;89;11;70.0;2018-01-29;2018-01-29
219016747;9634139;ASSISTER;OUTZ2;19;8;99.0;2019-11-28;2019-11-28
219017843;9636046;CATTLEYA;OUTT;70;14;30.0;2019-10-23;2019-10-23
219019555;9674440;ASTRID S264;OWMJ;70;16;30.0;2018-01-25;2018-01-25
219019955;8611958;SULE VIKING;OWOB2;80;12;70.0;2018-03-11;2019-05-02
219019955;8611958;SULE VIKING;OWOB2;80;12;75.0;2019-05-03;2019-05-03
219020041;0;ESVAGT FRB93;XPE6479;8;2;50.0;2018-09-01;2018-09-01
219020042;0;ESVAGT FRB94;XPE6480;8;2;51.0;2018-09-01;2018-09-01
219020687;9778753;DISPATCHER;OWAS2;26;8;70.0;2018-02-04;2018-02-04
219021313;8318063;SULEDROTT;OWIE2;76;12;70.0;2018-01-16;2018-01-16
219022300;8703995;ODIN;OXIM2;28;9;52.0;2018-06-27;2018-06-27
219022580;9000625;OCEAN ZEPHYR;OXCV2;88;18;99.0;2019-11-04;2019-11-04
219023046;9134531;CARRIER EXPRESS;OXVP2;84;18;0.0;2018-12-11;2018-12-11
219023116;7724203;KARMSUND;OXEX2;90;14;70.0;2018-01-14;2018-01-14
219023117;8516990;SC NORDIC;OYFC2;110;18;70.0;2018-01-10;2018-01-10
219023617;8930184;LINDEN;OXHD2;49;8;36.0;2018-04-08;2018-04-08
219024502;0;WALLENBERG;OXMI;19;6;37.0;2018-09-24;2018-09-24
219024883;7600287;NORTH VIKING;OYHJ2;80;14;79.0;2019-03-16;2019-03-16
219025221;8108121;VALDEMAR;OUCG2;26;8;31.0;2019-11-01;2019-11-05
219025221;8108121;VALDEMAR;OUCG2;26;8;52.0;2019-11-06;2019-11-06
219026083;9488827;VERMLAND;OYUX2;90;12;79.0;2019-09-22;2019-09-22
219067000;9809265;GITTE HENNING;OWLR;90;18;30.0;2019-05-16;2019-05-16
219081000;9277371;TERNVAG;OWIP2;141;22;80.0;2019-09-13;2019-09-13
219082000;9232955;TERNHAV;OWIR2;141;22;89.0;2019-12-11;2019-12-11
219083000;9221267;TERNVIK;OWIS2;141;22;80.0;2019-04-22;2019-04-22
219105000;0;NATO WARSHIP F363;-99;139;31;0.0;2018-02-23;2018-02-23
219128000;7034969;KLEVSTRAND;OWFM6;72;13;70.0;2018-03-05;2018-03-05
219164000;7926409;MV ENNY;OYCM 2;86;14;70.0;2019-01-26;2019-01-26
219226000;7104752;ESVAGT ALPHA;OVZW2;68;9;79.0;2018-03-31;2018-03-31
219290000;9448724;NORD GAINER;OZCK2;183;35;89.0;2018-02-28;2018-02-28
219339000;9468372;HUNTER;OZLM2;31;9;52.0;2019-08-09;2019-08-21
219339000;9468372;HUNTER;OZLM2;31;9;32.0;2019-08-22;2019-08-29
219339000;9468372;HUNTER;OZLM2;31;9;52.0;2019-08-30;2019-09-28
219339000;9468372;HUNTER;OZLM2;31;9;32.0;2019-09-29;2019-11-15
219339000;9468372;HUNTER;OZLM2;31;9;52.0;2019-11-16;2019-11-16
219348000;9586617;BERGENSFJORD;OYPJ2;170;27;60.0;2018-01-02;2018-01-02
219384000;7912680;DANA;OXBH;79;15;33.0;2018-05-09;2018-05-09
219416000;7423926;DART;OUOV2;66;10;;2018-01-06;2018-01-06
219416000;7423926;DART;OUOV2;66;10;;2018-01-07;2018-01-07
219416000;7423926;DART;OUOV2;66;10;;2018-01-08;2018-01-08
219416000;7423926;DART;OUOV2;66;10;;2018-01-09;2018-01-09
219416000;7423926;DART;OUOV2;66;10;;2018-01-10;2018-01-11
219416000;7423926;DART;OUOV2;66;10;;2018-01-12;2018-01-12
219416000;7423926;DART;OUOV2;66;10;;2018-01-13;2018-01-13
219416000;7423926;DART;OUOV2;66;10;;2018-01-14;2018-01-14
219416000;7423926;DART;OUOV2;66;10;;2018-01-15;2018-01-18
219416000;7423926;DART;OUOV2;66;10;;2018-01-19;2018-01-19
219416000;7423926;DART;OUOV2;66;10;;2018-01-20;2018-01-20
219416000;7423926;DART;OUOV2;66;10;;2018-01-21;2018-01-21
219416000;7423926;DART;OUOV2;66;10;;2018-01-22;2018-01-22
219416000;7423926;DART;OUOV2;66;10;;2018-01-23;2018-01-23
219416000;7423926;DART;OUOV2;66;10;;2018-01-24;2018-01-24
219416000;7423926;DART;OUOV2;66;10;;2018-01-25;2018-01-25
219416000;7423926;DART;OUOV2;66;10;;2018-01-26;2018-01-29
219416000;7423926;DART;OUOV2;66;10;;2018-01-30;2018-01-30
219416000;7423926;DART;OUOV2;66;10;;2018-01-31;2018-02-04
219416000;7423926;DART;OUOV2;66;10;;2018-02-05;2018-02-05
219416000;7423926;DART;OUOV2;66;10;;2018-02-06;2018-02-09
219416000;7423926;DART;OUOV2;66;10;;2018-02-10;2018-02-10
219416000;7423926;DART;OUOV2;66;10;;2018-02-11;2018-02-11
219416000;7423926;DART;OUOV2;66;10;;2018-02-12;2018-02-12
219416000;7423926;DART;OUOV2;66;10;;2018-02-13;2018-02-13
219416000;7423926;DART;OUOV2;66;10;;2018-02-14;2018-02-15
219416000;7423926;DART;OUOV2;66;10;;2018-02-16;2018-02-16
219416000;7423926;DART;OUOV2;66;10;;2018-02-17;2018-02-21
219416000;7423926;DART;OUOV2;66;10;;2018-02-22;2018-02-22
219416000;7423926;DART;OUOV2;66;10;;2018-02-23;2018-02-28
219416000;7423926;DART;OUOV2;66;10;;2018-03-01;2018-03-01
219416000;7423926;DART;OUOV2;66;10;;2018-03-02;2018-03-03
219416000;7423926;DART;OUOV2;66;10;;2018-03-04;2018-03-04
219416000;7423926;DART;OUOV2;66;10;;2018-03-05;2018-03-06
219416000;7423926;DART;OUOV2;66;10;;2018-03-07;2018-03-07
219416000;7423926;DART;OUOV2;66;10;;2018-03-08;2018-03-08
219416000;7423926;DART;OUOV2;66;10;;2018-03-09;2018-03-09
219425000;9377183;NAUTILUS;OUYX2;120;17;;2018-09-16;2018-09-16
219425000;9377183;NAUTILUS;OUYX2;120;17;;2018-09-17;2018-09-18
219425000;9377183;NAUTILUS;OUYX2;120;17;;2018-09-19;2018-09-25
219425000;9377183;NAUTILUS;OUYX2;120;17;;2018-09-26;2018-09-26
219425000;9377183;NAUTILUS;OUYX2;120;17;;2018-09-27;2018-09-27
219425000;9377183;NAUTILUS;OUYX2;120;17;;2018-09-28;2018-09-28
219430000;9410519;NEPTUNUS;OUZC2;119;17;;2018-07-02;2018-07-02
219513000;9717541;DEVELOPER;OWPI2;27;9;53.0;2019-11-21;2019-11-21
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-01-07;2018-01-09
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-01-10;2018-02-13
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-02-14;2018-02-16
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-02-17;2018-03-03
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-03-04;2018-03-06
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-03-07;2018-03-29
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-03-30;2018-03-31
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-04-01;2018-04-30
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-05-01;2018-05-02
219514000;9151890;TARNDAL;OWQA2;116;18;;2018-05-03;2018-05-03
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-01-23;2018-01-24
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-01-25;2018-03-24
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-03-25;2018-03-25
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-03-26;2018-03-26
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-03-27;2018-06-01
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-06-02;2018-06-03
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-06-04;2018-06-29
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-06-30;2018-07-02
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-07-03;2018-07-03
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-07-04;2018-07-16
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-07-17;2018-07-18
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-07-19;2018-07-19
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-07-20;2018-07-23
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-07-24;2018-07-26
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-07-27;2018-07-27
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-07-28;2018-09-07
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-09-08;2018-09-11
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-09-12;2018-11-30
219529000;9167930;TARNFORS;OWQG2;115;18;;2018-12-01;2018-12-01
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-01-02;2018-01-11
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-01-12;2018-01-18
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-01-19;2018-01-27
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-01-28;2018-02-02
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-02-03;2018-02-10
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-02-11;2018-02-16
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-02-17;2018-02-17
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-02-18;2018-02-21
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-02-22;2018-02-27
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-02-28;2018-03-13
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-03-14;2018-03-19
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-03-20;2018-03-25
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-03-26;2018-03-31
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-04-01;2018-04-09
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-04-10;2018-04-10
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-04-11;2018-04-16
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-04-17;2018-04-21
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-04-22;2018-04-26
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-04-27;2018-04-27
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-04-28;2018-05-04
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-05-05;2018-05-05
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-05-06;2018-05-11
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-05-12;2018-05-23
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-05-24;2018-05-29
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-05-30;2018-06-10
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-06-11;2018-06-17
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-06-18;2018-06-23
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-06-24;2018-06-29
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-06-30;2018-07-06
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-07-07;2018-07-12
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-07-13;2018-07-13
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-07-14;2018-07-21
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-07-22;2018-07-22
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-07-23;2018-07-27
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-07-28;2018-09-08
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-09-09;2018-09-14
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-09-15;2018-09-23
219539000;9310355;OLYMPUS;OXPL2;124;18;;2018-09-24;2018-09-24
