;mmsi;lon;lat;date_time_utc;sog;cog;true_heading;nav_status;message_nr;source
107;2;0.3958668695565142;69.58151606939707;2021-01-01 00:04:25+00:00;9.006513754213579;245;245;0;18;
108;1;0.39040630203460763;69.58563998331552;2021-01-01 00:04:30+00:00;0.0;248;248;0;18;
109;2;0.3956553902476404;69.58142148422498;2021-01-01 00:04:30+00:00;9.006513754213579;245;245;0;18;
110;1;0.39040630203460763;69.58563998331552;2021-01-01 00:04:35+00:00;0.0;248;248;0;18;
111;2;0.39544390236999466;69.58132691821372;2021-01-01 00:04:35+00:00;9.006513754213579;245;245;0;18;
112;1;0.39040630203460763;69.58563998331552;2021-01-01 00:04:40+00:00;0.0;248;248;0;18;
113;2;0.39523240791542197;69.58123236691245;2021-01-01 00:04:40+00:00;9.006513754213579;245;245;0;18;
114;1;0.39040630203460763;69.58563998331552;2021-01-01 00:04:45+00:00;0.0;248;248;0;18;
115;2;0.39502090841254417;69.5811378269041;2021-01-01 00:04:45+00:00;9.006513754213579;245;245;0;18;
116;1;0.39040630203460763;69.58563998331552;2021-01-01 00:04:50+00:00;0.0;248;248;0;18;
117;2;0.3948094050345732;69.58104329556535;2021-01-01 00:04:50+00:00;8.11208989585779;245;245;0;18;
118;1;0.39040630203460763;69.58563998331552;2021-01-01 00:04:55+00:00;0.0;248;248;0;18;
119;2;0.39461392628575287;69.580970627122;2021-01-01 00:04:55+00:00;8.11208989585779;251;251;0;18;
120;1;0.39040630203460763;69.58563998331552;2021-01-01 00:05:00+00:00;0.0;248;248;0;18;
121;2;0.39441618568556414;69.58090401169821;2021-01-01 00:05:00+00:00;8.11208989585779;251;251;0;18;
